sandwich_id,bun_type,patty_type,lettuce,tomato,cheese_type,sauce_type,pickles,onions,price
326,pretzel,turkey,false,true,cheddar,mustard,true,true,11.09
327,pretzel,turkey,false,true,american,ketchup,true,false,11.21
328,pretzel,chicken,true,true,cheddar,ketchup,true,false,11.8
329,pretzel,turkey,false,true,american,mayo,false,true,10.84
330,brioche,turkey,false,true,swiss,mayo,true,false,11.42
331,brioche,turkey,true,true,swiss,ketchup,false,false,9.03
332,brioche,chicken,false,true,cheddar,mayo,false,true,7.73
333,pretzel,turkey,false,false,swiss,mayo,false,false,8.05
334,brioche,chicken,true,false,cheddar,mustard,true,false,8.65
335,brioche,turkey,false,false,american,mustard,true,true,8.95
336,pretzel,turkey,false,false,swiss,mayo,false,true,8.2
337,pretzel,chicken,false,false,cheddar,ketchup,true,true,7.99
338,pretzel,chicken,true,true,cheddar,mustard,false,true,7.38
339,brioche,chicken,true,false,american,mayo,true,false,10.66
340,brioche,turkey,false,true,cheddar,mayo,true,true,7.36
341,brioche,chicken,true,false,swiss,mustard,false,false,9.41
342,pretzel,turkey,false,true,american,mustard,false,false,9.6
343,pretzel,turkey,true,false,cheddar,ketchup,false,true,10.9
344,brioche,turkey,false,true,american,mayo,true,true,11.44
345,brioche,turkey,false,false,american,mustard,false,false,8.38
346,pretzel,chicken,true,false,american,ketchup,false,true,7.47
347,pretzel,chicken,false,false,cheddar,mayo,true,false,9.01
348,brioche,turkey,true,false,swiss,mustard,false,true,9.82
349,pretzel,turkey,false,true,swiss,mayo,false,false,7.24
350,pretzel,chicken,false,false,american,ketchup,false,true,11.33
351,brioche,chicken,true,true,swiss,ketchup,true,false,10.52
352,pretzel,turkey,false,true,american,mayo,false,true,6.22
353,pretzel,turkey,true,false,american,ketchup,false,true,12.51
354,pretzel,turkey,false,false,swiss,mustard,true,false,12.69
355,pretzel,chicken,true,true,swiss,mustard,true,false,8.7
356,brioche,turkey,true,false,cheddar,ketchup,false,false,6.18
357,pretzel,chicken,false,false,swiss,ketchup,true,false,10.71
358,pretzel,turkey,false,false,swiss,mustard,false,true,7.11
359,pretzel,chicken,false,false,american,mustard,true,false,9.78
360,brioche,turkey,true,true,cheddar,mustard,false,true,8.47
361,brioche,turkey,false,false,swiss,mayo,true,false,12.03
362,pretzel,chicken,true,true,swiss,mayo,true,false,12.54
363,pretzel,turkey,false,false,swiss,mayo,true,true,6.02
364,pretzel,chicken,false,false,american,mayo,false,false,10.71
365,brioche,turkey,true,false,swiss,ketchup,true,true,11.66
366,brioche,chicken,true,true,cheddar,ketchup,true,true,10.78
367,pretzel,turkey,false,true,cheddar,ketchup,true,false,12.48
368,brioche,turkey,false,false,swiss,ketchup,false,false,7.69
369,pretzel,chicken,false,false,american,mayo,false,false,11.02
370,pretzel,turkey,false,false,swiss,mayo,true,true,9.88
371,pretzel,chicken,true,false,swiss,mustard,true,false,6.56
372,brioche,turkey,true,true,cheddar,mayo,false,false,11.62
373,brioche,chicken,true,false,cheddar,mustard,false,true,7.94
374,pretzel,chicken,true,true,american,ketchup,false,true,6.42
375,pretzel,chicken,false,true,cheddar,ketchup,true,false,8.41
376,pretzel,turkey,true,true,cheddar,mayo,true,false,10.11
377,pretzel,turkey,true,false,american,ketchup,false,true,9.54
378,brioche,turkey,true,true,american,ketchup,false,false,9.19
379,brioche,chicken,false,false,american,mustard,true,false,7.78
380,pretzel,chicken,true,true,american,mayo,false,false,11.68
381,pretzel,turkey,false,false,swiss,mayo,true,false,10.15
382,brioche,turkey,false,false,cheddar,mustard,true,false,12.42
383,pretzel,chicken,true,false,american,mustard,true,true,10.88
384,brioche,chicken,true,true,american,mayo,false,true,10.42
385,pretzel,turkey,true,true,swiss,mayo,true,false,6.6
386,brioche,turkey,false,true,cheddar,ketchup,false,true,8.07
387,pretzel,chicken,false,true,swiss,mayo,false,false,11.4
388,pretzel,turkey,true,false,cheddar,mayo,true,false,7.6
389,pretzel,chicken,false,true,american,mustard,false,false,12.36
390,pretzel,turkey,false,false,american,mayo,false,false,8.52
391,brioche,turkey,true,false,swiss,mayo,true,true,9.36
392,pretzel,turkey,true,false,swiss,ketchup,true,false,6.87
393,pretzel,chicken,true,false,cheddar,mayo,false,true,7.74
394,pretzel,chicken,false,false,swiss,mustard,true,false,10.31
395,brioche,turkey,false,true,american,ketchup,true,true,8.4
396,brioche,chicken,false,false,swiss,mustard,false,true,10.28
397,pretzel,turkey,true,true,american,ketchup,true,true,11.55
398,brioche,turkey,true,true,swiss,mayo,false,true,7.1
399,brioche,turkey,true,true,cheddar,ketchup,false,true,12.89
400,brioche,chicken,false,true,american,mustard,false,true,7.18
401,pretzel,turkey,false,true,american,mayo,true,true,12.81
402,pretzel,turkey,true,false,american,ketchup,false,true,7.52
403,pretzel,chicken,false,false,cheddar,ketchup,true,false,12.37
404,pretzel,chicken,true,true,american,mustard,true,true,11.71
405,brioche,chicken,false,false,cheddar,mustard,false,false,12.89
406,pretzel,chicken,true,false,american,ketchup,true,false,10.34
407,brioche,chicken,false,false,american,mayo,true,true,11.69
408,brioche,chicken,true,true,swiss,mayo,true,false,9.52
409,brioche,chicken,false,false,american,mustard,false,true,8.45
410,pretzel,turkey,false,false,swiss,mustard,true,false,12.93
411,pretzel,chicken,false,true,american,ketchup,false,true,12.1
412,brioche,turkey,false,true,cheddar,mayo,false,false,10.36
413,pretzel,turkey,false,false,cheddar,ketchup,false,true,11.49
414,pretzel,chicken,true,true,american,mustard,false,true,11.73
415,pretzel,turkey,true,false,cheddar,mayo,false,false,11.13
416,pretzel,turkey,true,true,swiss,mustard,false,true,8.13
417,brioche,turkey,false,true,swiss,ketchup,true,true,7.39
418,brioche,chicken,true,false,swiss,mayo,true,true,12.99
419,pretzel,chicken,true,false,swiss,mustard,true,true,6.11
420,brioche,chicken,false,false,cheddar,mustard,false,true,7.1
421,brioche,turkey,false,true,american,mayo,true,false,6.62
422,pretzel,chicken,true,true,swiss,mustard,true,true,9.23
423,pretzel,chicken,false,false,cheddar,mayo,true,false,9.31
424,brioche,turkey,false,true,cheddar,mustard,false,true,9.49
425,brioche,turkey,true,true,swiss,ketchup,true,false,12.24
426,brioche,chicken,true,false,cheddar,mustard,true,true,6.41
427,pretzel,turkey,true,true,american,mayo,false,false,9.17
428,brioche,chicken,false,true,american,mustard,true,false,8.91
429,brioche,turkey,false,true,american,mustard,false,true,8.09
430,pretzel,chicken,false,true,swiss,mayo,true,true,11.7
431,pretzel,turkey,true,false,american,mustard,false,true,10.35
432,pretzel,chicken,false,false,american,mayo,true,false,6.53
433,brioche,chicken,true,false,cheddar,mustard,true,true,10.65
434,pretzel,turkey,false,true,american,mustard,false,false,12.26
435,pretzel,turkey,true,true,swiss,mustard,true,true,6.56
436,pretzel,chicken,false,true,swiss,ketchup,false,true,11.91
437,brioche,turkey,true,false,american,ketchup,false,false,12.51
438,brioche,chicken,false,true,american,mustard,false,false,7.42
439,brioche,turkey,false,true,cheddar,mustard,true,false,11.39
440,pretzel,chicken,true,true,cheddar,mayo,false,true,7.41
441,brioche,turkey,false,false,swiss,ketchup,false,true,7.3
442,brioche,chicken,false,false,swiss,mustard,false,true,12.01
443,pretzel,turkey,true,false,american,mustard,false,true,9.02
444,pretzel,chicken,true,false,cheddar,mayo,true,false,9.98
445,brioche,chicken,false,false,swiss,ketchup,true,true,11.32
446,pretzel,turkey,true,true,cheddar,mayo,true,false,6.59
447,pretzel,chicken,true,false,swiss,mustard,true,true,8.44
448,pretzel,turkey,true,true,american,mayo,true,false,7.75
449,brioche,turkey,true,true,swiss,mustard,true,false,10.24
450,pretzel,turkey,true,false,american,ketchup,true,true,10.21
451,pretzel,chicken,false,false,american,mayo,false,true,11.83
452,brioche,chicken,true,false,swiss,mustard,true,true,9.63
453,pretzel,chicken,true,false,swiss,mayo,true,true,8.5
454,pretzel,chicken,true,true,cheddar,mustard,true,false,11.85
