VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EA0L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,2,5008314,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
KNDPYDDH7R,Thurston,Tumwater,WA,98512,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,267853239,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
1N4AZ0CP0E,Thurston,Olympia,WA,98501,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,35,231624067,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJXCBE21H,Thurston,Tumwater,WA,98501,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,35,195502695,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
JTMABACA2R,Thurston,Tumwater,WA,98501,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,266020779,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7SAXCDE59P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,256024478,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
1G1FY6S05L,Thurston,Olympia,WA,98506,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,236613359,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
5YJ3E1EB0N,Thurston,Olympia,WA,98513,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,205746894,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJ3E1EB8L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,232649777,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
5YJSA1E52N,Thurston,Olympia,WA,98501,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,206914984,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
KM8KRDAF9P,Thurston,Olympia,WA,98501,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,224336969,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
JM3KJEHA1S,Thurston,Olympia,WA,98513,2025,MAZDA,CX-70,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,267326783,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
7SAYGDEE5R,Thurston,Lacey,WA,98516,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265957058,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
7SAYGDEEXP,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,225962523,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
7SAYGDED1R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,265696049,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJSA1H24F,Thurston,Olympia,WA,98501,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,35,258402924,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7G2CEHED5R,Thurston,Olympia,WA,98512,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,268132280,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
7SAYGDEE0P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,237812753,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB6N,Thurston,Olympia,WA,98501,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,194488745,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
1N4AZ0CP4E,Thurston,Olympia,WA,98502,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,6822840,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
KL8CL6S0XF,Thurston,Lacey,WA,98513,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,22,109049811,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
5YJSA1V45F,Thurston,Olympia,WA,98513,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,2,132229450,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
5YJSA1E52N,Thurston,Olympia,WA,98502,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,208658859,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
KM8KN4AEXN,Thurston,Olympia,WA,98506,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,195229079,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1V2BMPE85R,Thurston,Tumwater,WA,98501,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265995859,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
WAUUPBFF8G,Thurston,Olympia,WA,98502,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,22,251436111,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
KNDRMDLH1R,Thurston,Olympia,WA,98512,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,261602127,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
7SAXCBE52N,Thurston,Olympia,WA,98506,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,220456736,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
WA1E2AFY0M,Thurston,Lacey,WA,98513,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,22,149473516,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
7SAYGDEE2P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,230850434,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
7PDSGBBA9R,Thurston,Olympia,WA,98506,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,271440193,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
1N4AZ0CP4F,Thurston,Olympia,WA,98506,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,187145465,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
5YJSA1H1XE,Thurston,Lacey,WA,98516,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,226539631,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EA0P,Thurston,Olympia,WA,98501,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,244953285,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067012610
7SAYGDEEXP,Thurston,Olympia,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,234919275,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
1C4JJXR6XM,Thurston,Olympia,WA,98513,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,190272533,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
5LMYJ8XY4L,Thurston,Olympia,WA,98516,2020,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,224089442,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJSA1E55M,Thurston,Lacey,WA,98513,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,166378117,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
4JGGM1CB8P,Thurston,Olympia,WA,98513,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,262826301,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
1N4AZ0CP0D,Thurston,Olympia,WA,98512,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,35,253501132,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
WA1J2BFZ5N,Thurston,Olympia,WA,98513,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,216599001,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
KM8KNDDF2R,Thurston,Lacey,WA,98516,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,263316980,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EC2L,Thurston,Olympia,WA,98512,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,35,106395145,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
5YJYGDED6M,Thurston,Olympia,WA,98501,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,144372980,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEE3P,Thurston,Olympia,WA,98512,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,258797276,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
KNDCC3LDXL,Thurston,Olympia,WA,98502,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,35,187610846,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
3C3CFFGE7D,Thurston,Olympia,WA,98512,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,35,172497286,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
KM8KRDDF7R,Thurston,Olympia,WA,98502,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,271817836,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
7PDSGABAXP,Thurston,Olympia,WA,98516,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236570638,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1N4BZ1BV4M,Thurston,Olympia,WA,98502,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,154200441,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
WBA8E1C54H,Thurston,Olympia,WA,98502,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,22,349478132,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
WVWKP7AU2G,Thurston,Olympia,WA,98501,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,22,259880575,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
1FADP5CU5D,Thurston,Yelm,WA,98597,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2,343862242,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
KNDCE3LG2K,Thurston,Olympia,WA,98501,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,35,123106126,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011721
KNDCR3LF7P,Thurston,Olympia,WA,98516,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,249926995,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1FADP5CU1G,Thurston,Olympia,WA,98512,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,35,316536860,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
7SAYGDEF7P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,258255203,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1C4JJXP65N,Thurston,Olympia,WA,98503,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2,207348046,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011627
5YJSA1E49J,Thurston,Tumwater,WA,98501,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,22,209855187,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
7SAYGDEE0R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,269981596,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
WAUAHBFW4N,Thurston,Olympia,WA,98516,2022,AUDI,RS E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,186797404,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
7FCTGAAA0N,Thurston,Tumwater,WA,98512,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,218245737,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
JM3KKBHA8R,Thurston,Lacey,WA,98516,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,266696461,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
7SAYGAEE0R,Thurston,Lacey,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,269315672,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1FMCU0E19P,Thurston,Olympia,WA,98513,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,22,261722443,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
7SAYGDEE5P,Thurston,Olympia,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,252395958,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
JA4J24A58J,Thurston,Lacey,WA,98503,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,22,170052186,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
5YJ3E1EB9L,Thurston,Lacey,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,22,230811206,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1N4BZ1CP9K,Thurston,Olympia,WA,98512,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,35,335717588,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
1N4BZ1CP2K,Thurston,Olympia,WA,98501,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,20,9096307,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
7SAYGDEF9R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,263250305,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1FT6W1EV6P,Thurston,Olympia,WA,98502,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,265668343,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
1G1FY6S08L,Thurston,Tumwater,WA,98512,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,126105787,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
1N4AZ1CP6J,Thurston,Lacey,WA,98503,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,2,269139951,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011500
1G1FY6S0XM,Thurston,Olympia,WA,98512,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,260265631,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
1G1FZ6S06L,Thurston,Olympia,WA,98506,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,8753475,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
5YJ3E1EB8M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,179011206,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJSA1E67M,Thurston,Olympia,WA,98506,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,198643784,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
KM8KNDAF6P,Thurston,Olympia,WA,98512,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,229480296,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
1G1FW6S09J,Thurston,Olympia,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,35,252764599,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
7SAYGDEEXP,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,256371706,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
7SAYGAEE3P,Thurston,Tumwater,WA,98501,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,260691679,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJXCDE2XK,Thurston,Olympia,WA,98513,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,2,293283665,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
5YJYGDEEXM,Thurston,Olympia,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,179538817,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJSA1E28M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,223697533,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
JN1AZ0CP9B,Thurston,Olympia,WA,98502,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,35,340067311,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1G1FZ6S00L,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,22,135009710,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
5YJSA1E46J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,35,186072022,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
JTMAB3FVXR,Thurston,Olympia,WA,98516,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,260063933,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012225
5YJ3E1EC5P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,229876055,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
5YJ3E1EA4L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,240202532,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJ3E1EB5N,Thurston,Rochester,WA,98579,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,194442013,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
1V2GNPE81P,Thurston,Lacey,WA,98513,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,225797071,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011622
7SAYGDEE7N,Thurston,Olympia,WA,98513,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,205604283,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1C4RJYB63P,Thurston,Lacey,WA,98513,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,257804179,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
7SAYGAEE3P,Thurston,Lacey,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229894535,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1G1FY6S09L,Thurston,Olympia,WA,98501,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35,121736254,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011722
1N4BZ1CP7L,Thurston,Olympia,WA,98513,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,132971373,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5YJ3E1EA6J,Thurston,Lacey,WA,98503,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,9053208,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
KNDCC3LD0J,Thurston,Olympia,WA,98506,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,102148742,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
1N4AZ1CP8L,Thurston,Olympia,WA,98501,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,20,227172193,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067012610
KM8K53AG6P,Thurston,Lacey,WA,98503,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,254054951,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
7SAYGDEE0P,Thurston,Lacey,WA,98513,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,255025704,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
1G1FY6S01P,Thurston,Olympia,WA,98502,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,249952671,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
KM8K53AG4M,Thurston,Olympia,WA,98501,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267320896,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
KL8CL6S00F,Thurston,Tumwater,WA,98512,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,22,474240588,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
1G1RA6E44E,Thurston,Olympia,WA,98512,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35,267176584,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
KNDPZDAH6P,Thurston,Lacey,WA,98513,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,22,234932603,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
2C4RC1L76N,Thurston,Olympia,WA,98506,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22,213500640,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211
7SAYGDEE5N,Thurston,Tumwater,WA,98501,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,195656373,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010400
